State,116th Congressional District,2017 NAICS Code,Number_of_Establishments,Employment,Avg_wage
New York,4.00,44----,3049.00,38609.00,30288.56
New York,4.00,48----,637.00,10339.00,47211.34
New York,4.00,51----,306.00,4200.00,70191.90
New York,4.00,52----,1360.00,13161.00,115518.43
New York,4.00,53----,1196.00,4440.00,62666.67
New York,4.00,54----,3667.00,19779.00,67981.95
New York,4.00,55----,79.00,3094.00,109800.58
New York,4.00,56----,1566.00,19654.00,36695.23
New York,4.00,61----,341.00,14258.00,37126.32
New York,4.00,62----,2995.00,68459.00,51291.39
New York,4.00,71----,359.00,4973.00,40412.23
New York,4.00,72----,2017.00,27710.00,19135.33
New York,4.00,81----,2665.00,15917.00,29229.94
New York,4.00,99----,37.00,27.00,51740.74
New York,5.00,------,11713.00,168863.00,45209.89
New York,5.00,22----,12.00,378.00,119658.73
New York,5.00,23----,1329.00,8616.00,65400.88
New York,5.00,31----,169.00,2877.00,48362.88
New York,5.00,42----,459.00,3573.00,56676.46
New York,5.00,44----,2062.00,19912.00,26837.48
New York,5.00,48----,1052.00,41907.00,60892.26
New York,5.00,51----,146.00,1379.00,57948.51
New York,5.00,52----,332.00,2288.00,52031.03
New York,5.00,53----,525.00,3114.00,45703.28
New York,5.00,54----,780.00,3442.00,44670.83
New York,5.00,55----,27.00,744.00,64756.72
New York,5.00,56----,522.00,9665.00,48303.05
New York,5.00,61----,172.00,7035.00,37809.10
New York,5.00,62----,1508.00,37835.00,43647.55
New York,5.00,71----,125.00,3585.00,43030.68
New York,5.00,72----,1152.00,15287.00,19821.55
New York,5.00,81----,1324.00,7209.00,29466.08
New York,5.00,99----,16.00,16.00,34000.00
New York,6.00,------,18931.00,190471.00,40054.33
New York,6.00,22----,8.00,140.00,117885.71
New York,6.00,23----,1957.00,12862.00,60624.71
New York,6.00,31----,261.00,4112.00,51328.55
New York,6.00,42----,1245.00,5785.00,41294.04
New York,6.00,44----,2577.00,23169.00,27701.58
New York,6.00,48----,711.00,2702.00,32944.86
New York,6.00,51----,222.00,2180.00,47515.60
New York,6.00,52----,617.00,6235.00,76425.50
New York,6.00,53----,1257.00,4541.00,48522.57
New York,6.00,54----,1866.00,7104.00,52379.79
New York,6.00,55----,28.00,371.00,82345.01
New York,6.00,56----,723.00,8559.00,50493.52
New York,6.00,61----,389.00,5146.00,32446.95
New York,6.00,62----,2716.00,80667.00,40664.62
New York,6.00,71----,143.00,1034.00,15942.94
New York,6.00,72----,1879.00,15724.00,16234.99
New York,6.00,81----,2300.00,10109.00,29375.01
New York,6.00,99----,30.00,28.00,30321.43
New York,7.00,------,22846.00,257889.00,42063.97
New York,7.00,22----,22.00,1054.00,123389.94
New York,7.00,23----,1691.00,16087.00,60262.51
New York,7.00,31----,764.00,8512.00,40495.54
New York,7.00,42----,1457.00,11959.00,46870.39
New York,7.00,44----,3983.00,26975.00,37249.53
New York,7.00,48----,480.00,10142.00,32168.61
New York,7.00,51----,631.00,4674.00,90255.24
New York,7.00,52----,580.00,8355.00,105978.70
New York,7.00,53----,1680.00,7321.00,44950.69
New York,7.00,54----,2572.00,13967.00,72782.42
New York,7.00,55----,43.00,1182.00,80961.93
New York,7.00,56----,667.00,9868.00,36043.58
New York,7.00,61----,364.00,11249.00,40265.98
New York,7.00,62----,1912.00,79840.00,36496.94
New York,7.00,71----,637.00,5635.00,32320.67
New York,7.00,72----,2985.00,27910.00,17972.38
New York,7.00,81----,2317.00,13090.00,27111.99
New York,7.00,99----,58.00,65.00,33969.23
New York,8.00,------,12165.00,162660.00,38959.42
New York,8.00,22----,15.00,2808.00,113184.12
New York,8.00,23----,832.00,4509.00,48456.86
New York,8.00,31----,220.00,2859.00,57464.15
New York,8.00,42----,536.00,5013.00,43022.94
New York,8.00,44----,2256.00,22235.00,26633.33
New York,8.00,48----,449.00,9633.00,31704.35
New York,8.00,51----,325.00,3407.00,71626.06
New York,8.00,52----,275.00,3491.00,63669.15
New York,8.00,53----,731.00,3629.00,54407.27
New York,8.00,54----,1169.00,4089.00,52969.92
New York,8.00,55----,21.00,622.00,115336.01
New York,8.00,56----,389.00,5176.00,36079.98
New York,8.00,61----,233.00,11508.00,42642.68
New York,8.00,62----,1692.00,61188.00,36516.70
New York,8.00,71----,317.00,3616.00,64826.05
New York,8.00,72----,1348.00,13027.00,19630.69
New York,8.00,81----,1324.00,5824.00,28916.38
New York,8.00,99----,32.00,25.00,28240.00
New York,9.00,------,13229.00,131377.00,42141.74
New York,9.00,22----,3.00,37.00,81270.27
New York,9.00,23----,799.00,3804.00,48485.28
New York,9.00,31----,170.00,1291.00,42429.90
New York,9.00,42----,413.00,1942.00,46246.65
New York,9.00,44----,2267.00,14591.00,30029.40
New York,9.00,48----,468.00,1306.00,28230.47
New York,9.00,51----,282.00,2688.00,57110.49
New York,9.00,52----,354.00,2045.00,72660.15
New York,9.00,53----,1320.00,3939.00,39595.07
New York,9.00,54----,1289.00,4380.00,53376.03
New York,9.00,55----,12.00,1240.00,22111.29
New York,9.00,56----,390.00,3400.00,30213.53
New York,9.00,61----,280.00,6319.00,36367.15
New York,9.00,62----,1994.00,62908.00,50589.54
New York,9.00,71----,321.00,2886.00,32143.45
New York,9.00,72----,1307.00,10508.00,19998.38
New York,9.00,81----,1521.00,8070.00,23659.85
New York,9.00,99----,38.00,22.00,57136.36
New York,10.00,------,38949.00,851937.00,98451.47
New York,10.00,21----,4.00,8.00,34000.00
New York,10.00,22----,28.00,1272.00,141278.30
New York,10.00,23----,1606.00,19940.00,84337.66
New York,10.00,31----,876.00,8907.00,38032.45
New York,10.00,42----,2077.00,21072.00,72479.83
New York,10.00,44----,4411.00,54722.00,38069.88
